IdExecMin,StrategyExec,App,AppFramework,AppTpFramework,DeviceConfig,SuiteTestCaseName,QttEventsMapping,Successful,TotalTime,QttExec,QttEventsExec,QttEventsExecSuccessful,QttEventsExecUnSuccessful,PercentageEventSuccessful,TotalTimeEventsSuccessful
77,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F2,5,1,126264.8515625,1,5,3,0,60,33191.125
78,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F2,5,1,113605.734375,1,5,5,0,100,81997.171875
79,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F2,5,1,122980.5703125,1,5,3,0,60,33528.46875
80,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F2,5,1,125263.1015625,1,5,3,0,60,34247.0078125
81,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F2,5,1,177763.6015625,1,5,3,0,60,33368.6015625
82,CombinedExpressionsInOrder,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,1,12252.296875,1,1,1,0,100,847.703125
83,CombinedExpressionsMultiLocator,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,1,16822.0546875,1,1,1,0,100,5453.7734375
84,IndividualExpressionAbsolutePath,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,0,0,1,1,0,1,0,0
85,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,1,14099.28125,1,1,1,0,100,2885.25
86,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,0,0,1,1,0,1,0,0
87,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,1,13152.75,1,1,1,0,100,1589.3125
88,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,1,15057.2265625,1,1,1,0,100,3663.125
89,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android4-4-TabletSamsung,F3,1,0,0,1,1,0,1,0,0
90,CombinedExpressionsInOrder,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,1,8397.0625,1,1,1,0,100,517.671875
91,CombinedExpressionsMultiLocator,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,1,10924.9140625,1,1,1,0,100,2953.7265625
92,IndividualExpressionAbsolutePath,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,0,0,1,1,0,1,0,0
93,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,1,9017.5546875,1,1,1,0,100,1139.921875
94,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,0,0,1,1,0,1,0,0
95,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,1,9097.8203125,1,1,1,0,100,1121.8828125
96,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,1,9483.609375,1,1,1,0,100,1613.2578125
97,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android5-1-MotoG1,F3,1,0,0,1,1,0,1,0,0
98,CombinedExpressionsInOrder,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8566.9765625,1,1,1,0,100,991.703125
99,CombinedExpressionsMultiLocator,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,23788.90625,1,1,1,0,100,16206.890625
100,IndividualExpressionAbsolutePath,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,9700.1015625,1,1,1,0,100,2056.4609375
101,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8475.2890625,1,1,1,0,100,911.65625
102,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8431.953125,1,1,1,0,100,807.359375
103,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8780.0234375,1,1,1,0,100,1133.8125
104,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8682.375,1,1,1,0,100,1109.4765625
105,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",Android6-0-1-MotoG4,F3,1,1,8474.1015625,1,1,0,0,0,0
106,CombinedExpressionsInOrder,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,33660.734375,1,1,1,0,100,14668.5078125
107,CombinedExpressionsMultiLocator,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,128637.796875,1,1,1,0,100,110308.9921875
108,IndividualExpressionAbsolutePath,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,0,0,1,1,0,1,0,0
109,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,33809.40625,1,1,1,0,100,15612.2890625
110,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,37359.203125,1,1,1,0,100,17788.7265625
111,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,51208.9453125,1,1,1,0,100,20723.9765625
112,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,32088.4453125,1,1,1,0,100,14681.1953125
113,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS10-2-iPad4,F3,1,1,35615.6640625,1,1,1,0,100,17317.9453125
114,CombinedExpressionsInOrder,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,50906.375,1,1,1,0,100,31127.53125
115,CombinedExpressionsMultiLocator,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,242759.5234375,1,1,1,0,100,223627.09375
116,IndividualExpressionAbsolutePath,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,45127.140625,1,1,1,0,100,25963.0234375
117,IndividualExpressionAncestorAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,46607.390625,1,1,1,0,100,25938.625
118,IndividualExpressionAncestorIndex,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,45195.2265625,1,1,1,0,100,25551.9609375
119,IndividualExpressionCrossPlatform,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,45210.9296875,1,1,1,0,100,25672.390625
120,IndividualExpressionElementType,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,46834.6484375,1,1,1,0,100,26004.7578125
121,IndividualExpressionIdentifyAttributes,MovieApp,ReactNative,"Native Cross-Platform",IOS9-3-iPad,F3,1,1,46492.5078125,1,1,1,0,100,26068.0078125
122,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
125,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
128,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
131,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
134,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
137,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
140,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
143,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F1,5,0,0,1,1,0,1,0,0
146,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,11459.4765625,1,5,5,0,100,5184.125
166,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,24170.3671875,1,5,5,0,100,17917.1015625
186,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,12189.859375,1,5,5,0,100,5868.2890625
206,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,11430.9140625,1,5,5,0,100,4956.6484375
226,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,12048.703125,1,5,5,0,100,5753.28125
246,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,11520.359375,1,5,5,0,100,5339.65625
266,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,12047.1484375,1,5,5,0,100,5769.8046875
286,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F1,5,1,12789.2421875,1,5,4,0,80,5130.6484375
306,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,11346.7734375,1,5,5,0,100,5151.5546875
326,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,35977.5234375,1,5,5,0,100,29830.203125
346,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,10506.9296875,1,5,5,0,100,4514.0625
366,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,11056.296875,1,5,5,0,100,4743.3828125
386,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,10144.2578125,1,5,5,0,100,4162.25
406,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,11049.484375,1,5,5,0,100,4996.8515625
426,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,10390.4609375,1,5,5,0,100,4261.9140625
446,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F1,5,1,10392.1328125,1,5,4,0,80,3846.9765625
466,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,72145.5625,1,5,5,0,100,49560.0703125
469,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,585435.796875,1,5,5,0,100,562891.9453125
472,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,0,0,1,1,0,1,0,0
475,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,74461.9375,1,5,5,0,100,50998.3515625
478,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,0,6086.1171875,1,2,1,1,20,4108.4140625
481,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,72209.984375,1,5,5,0,100,49614.4609375
484,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,71196.2265625,1,5,5,0,100,48552.5234375
487,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F1,5,1,73055.015625,1,5,5,0,100,49977.7265625
490,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,1,36944.0625,1,5,5,0,100,23962.4140625
510,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,1,382124.1484375,1,5,5,0,100,368173.75
530,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,0,6285.890625,1,2,1,1,20,3416.859375
550,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,1,37477.1015625,1,5,5,0,100,23983.7109375
570,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,0,14469.796875,1,3,2,1,40,8507.4609375
571,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,0,13665.0859375,1,3,2,1,40,7724.734375
591,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,0,5471.703125,1,2,1,1,20,3587.8671875
592,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F1,5,1,37764.90625,1,5,5,0,100,24098.1796875
612,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,30278.4375,1,5,5,0,100,18499.8671875
632,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,451391.2890625,1,5,5,0,100,439517.3359375
652,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,34133.8359375,1,5,5,0,100,21384.4140625
672,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,32980.8828125,1,5,5,0,100,20154.046875
692,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,32301.734375,1,5,5,0,100,20616.1640625
712,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,32057.7578125,1,5,5,0,100,19085.265625
732,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,40632.078125,1,5,5,0,100,23567.921875
752,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F1,5,1,30307.046875,1,5,5,0,100,18558.5703125
772,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
773,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
774,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
775,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
776,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
777,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
778,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
779,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F2,8,0,0,1,1,0,1,0,0
780,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,25434.6328125,1,8,8,0,100,15605.9921875
790,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,52718.078125,1,8,8,0,100,42753.1875
800,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,26908.5859375,1,8,8,0,100,16635.53125
810,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,28011.3046875,1,8,7,0,87.5,16681.046875
820,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,26887.03125,1,8,8,0,100,17123.6953125
830,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,0,0,1,1,0,1,0,0
850,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,1,26803.8359375,1,8,7,0,87.5,15719.4609375
860,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F2,8,0,23486.015625,1,8,7,1,87.5,15217.5546875
870,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,25450.28125,1,8,8,0,100,15967.1015625
880,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,67757.5390625,1,8,8,0,100,58173.4375
890,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,26517.2890625,1,8,8,0,100,17098.34375
900,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,24085.3515625,1,8,7,0,87.5,13379.6484375
910,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,25442.453125,1,8,8,0,100,15737.7578125
920,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,26425.203125,1,8,6,0,75,4731.6328125
940,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,1,24340.1484375,1,8,7,0,87.5,14092.4921875
950,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F2,8,0,24501.1953125,1,8,7,1,87.5,16196.546875
959,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,59857.34375,1,4,3,1,37.5,40631.515625
962,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,390658.8515625,1,4,3,1,37.5,371278.9765625
965,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,0,1,1,0,1,0,0
968,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,23302.2890625,1,3,2,1,25,15279.78125
971,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,6058.9921875,1,2,1,1,12.5,4086.8828125
974,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,59446.2421875,1,4,3,1,37.5,40491.1484375
977,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,6125.109375,1,2,1,1,12.5,4137.203125
980,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F2,8,0,5956.921875,1,2,1,1,12.5,3990.71875
983,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,16334.9765625,1,3,2,1,25,10246.1953125
985,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,175543.296875,1,3,2,1,25,169463.703125
988,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,12475.0546875,1,3,2,1,25,7447.640625
989,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,13373.6796875,1,3,2,1,25,7522.4296875
990,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,13234.4453125,1,3,2,1,25,7495.921875
992,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,13921.6484375,1,3,2,1,25,7548.390625
994,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,12691.0546875,1,3,2,1,25,7613.3125
995,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F2,8,0,14665.34375,1,3,1,1,12.5,3451.3515625
996,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,81295.421875,1,8,8,0,100,57410.7109375
999,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,614700.25,1,8,8,0,100,591229.8515625
1002,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,71123.4765625,1,8,8,0,100,46111.1015625
1005,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,70638.1328125,1,8,6,0,75,25689.8671875
1008,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,69519.5390625,1,8,8,0,100,47070.0546875
1011,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,70443.28125,1,8,6,0,75,25879.1796875
1014,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,71636.03125,1,8,6,0,75,25801.4296875
1017,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F2,8,1,73488.1796875,1,8,5,0,62.5,21949.65625
1020,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1021,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1023,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1024,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1025,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1026,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1027,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1028,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android4-4-TabletSamsung,F3,7,0,0,1,1,0,1,0,0
1029,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,14922.234375,1,7,7,0,100,6109.1328125
1034,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,58477.8515625,1,7,7,0,100,49634.390625
1039,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,15126.7890625,1,7,7,0,100,6191.53125
1044,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,14621.6328125,1,7,6,0,85.71428571428571,5129.3828125
1049,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,14577.9296875,1,7,7,0,100,5873.7890625
1054,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,15177.4609375,1,7,6,0,85.71428571428571,5197.0390625
1059,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,14361,1,7,6,0,85.71428571428571,4897.6015625
1064,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android5-1-MotoG1,F3,7,1,15042.703125,1,7,6,0,85.71428571428571,5242.375
1069,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13490.203125,1,7,7,0,100,5055.9296875
1079,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,99582.6875,1,7,7,0,100,89494.140625
1089,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13123.4765625,1,7,7,0,100,4858.7578125
1099,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13365.7734375,1,7,6,0,85.71428571428571,4344.1015625
1109,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13337.0625,1,7,7,0,100,5025.6328125
1119,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13756.0703125,1,7,6,0,85.71428571428571,4663.390625
1129,IndividualExpressionElementType,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13806.3125,1,7,6,0,85.71428571428571,4102.8828125
1139,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,Android6-0-1-MotoG4,F3,7,1,13505.5625,1,7,6,0,85.71428571428571,4425.4296875
1149,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,119112.2421875,1,7,6,1,85.71428571428571,81438.6953125
1152,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,820521.6640625,1,7,6,1,85.71428571428571,783138.375
1155,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,0,1,1,0,1,0,0
1158,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,25301.2734375,1,3,2,1,28.571428571428573,16623.09375
1161,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,6029.6484375,1,2,1,1,14.285714285714286,4069.515625
1165,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,117663.1640625,1,7,6,1,85.71428571428571,80925.28125
1168,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,6227.75,1,2,1,1,14.285714285714286,4241.0859375
1171,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS10-2-iPad4,F3,7,0,6026.4609375,1,2,1,1,14.285714285714286,4041.9375
1174,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,12505.0703125,1,3,2,1,28.571428571428573,7458.9765625
1177,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,175316.3515625,1,3,2,1,28.571428571428573,170151.7265625
1180,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,13294.8984375,1,3,2,1,28.571428571428573,7827.578125
1183,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,12849.28125,1,3,2,1,28.571428571428573,7558.1015625
1186,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,12719.1640625,1,3,2,1,28.571428571428573,7661.2578125
1189,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,12767.375,1,3,2,1,28.571428571428573,7419.9453125
1192,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,12818.0546875,1,3,2,1,28.571428571428573,7614.234375
